PulseNo,TotalArea,TailArea,Classification
4539,4400,2748,Neutron
4540,5936,3592,Neutron
4541,5936,3804,Neutron
4542,5936,3736,Neutron
4543,5936,3640,Neutron
4544,5936,3740,Neutron
4545,6896,4332,Neutron
4546,6896,4224,Neutron
4547,6896,4216,Neutron
4548,704,428,Neutron
4549,704,440,Neutron
4550,704,432,Neutron
4551,704,272,Gamma
4552,704,268,Gamma
4553,704,264,Gamma
4554,704,256,Gamma
4555,704,264,Gamma
4556,704,440,Neutron
4557,704,256,Gamma
4558,704,256,Gamma
4559,704,268,Gamma
4560,704,456,Neutron
4561,704,272,Gamma
4562,704,248,Gamma
4563,704,424,Neutron
4564,704,440,Neutron
4565,704,424,Neutron
4566,704,280,Gamma
4567,704,244,Gamma
4568,704,264,Gamma
4569,704,276,Gamma
4570,704,268,Gamma
4571,704,272,Gamma
4572,704,432,Neutron
4573,704,428,Neutron
4574,704,280,Gamma
4575,704,432,Neutron
4576,704,240,Gamma
4577,704,432,Neutron
4578,3792,2368,Neutron
4579,3792,2296,Neutron
4580,3792,2412,Neutron
4581,3792,2292,Neutron
4582,3792,1448,Gamma
4583,3792,2456,Neutron
4584,7496,4628,Neutron
4585,7496,4584,Neutron
4586,7496,4632,Neutron
4587,7192,4600,Neutron
4588,7192,4384,Neutron
4589,7192,4488,Neutron
4590,7192,4652,Neutron
4591,3440,2204,Neutron
4592,3440,2120,Neutron
4593,5760,2128,Gamma
4594,5760,3504,Neutron
4595,5760,3584,Neutron
4596,5760,3752,Neutron
4597,3744,1496,Gamma
4598,3744,1464,Gamma
4599,3744,2400,Neutron
4600,3744,2372,Neutron
4601,3744,1496,Gamma
4602,3744,1472,Gamma
4603,3744,1480,Gamma
4604,2256,880,Gamma
4605,2256,1504,Neutron
4606,2256,1464,Neutron
4607,2256,892,Gamma
4608,2256,868,Gamma
4609,6232,4000,Neutron
4610,6232,3912,Neutron
4611,6232,3840,Neutron
4612,6232,3792,Neutron
4613,6232,4040,Neutron
4614,6232,3864,Neutron
4615,2936,1824,Neutron
4616,2936,1880,Neutron
4617,2936,1776,Neutron
4618,2936,1920,Neutron
4619,2936,1128,Gamma
4620,2936,1876,Neutron
4621,9808,3688,Gamma
4622,9808,5944,Neutron
4623,9808,5956,Neutron
4624,9808,3672,Gamma
4625,9808,5936,Neutron
4626,6720,2648,Gamma
4627,6720,2632,Gamma
4628,6720,2616,Gamma
4629,6720,4176,Neutron
4630,6720,4164,Neutron
4631,872,344,Gamma
4632,872,332,Gamma
4633,872,524,Neutron
4634,872,328,Gamma
4635,872,544,Neutron
4636,872,280,Gamma
4637,872,556,Neutron
4638,872,324,Gamma
4639,872,552,Neutron
4640,872,336,Gamma
4641,872,592,Neutron
4642,872,328,Gamma
4643,872,544,Neutron
4644,872,348,Gamma
4645,872,304,Gamma
4646,872,584,Neutron
4647,872,348,Gamma
4648,872,552,Neutron
4649,872,320,Gamma
4650,872,544,Neutron
4651,872,528,Neutron
4652,872,336,Gamma
4653,872,328,Gamma
4654,872,300,Gamma
4655,872,560,Neutron
4656,872,336,Gamma
4657,872,324,Gamma
4658,872,328,Gamma
4659,872,344,Gamma
4660,872,304,Gamma
4661,872,540,Neutron
4662,872,552,Neutron
4663,872,332,Gamma
4664,872,540,Neutron
4665,872,328,Gamma
4666,872,312,Gamma
4667,872,532,Neutron
4668,872,580,Neutron
4669,872,556,Neutron
4670,5368,3272,Neutron
4671,5368,3336,Neutron
4672,5368,2144,Gamma
4673,5368,3256,Neutron
4674,5368,3372,Neutron
4675,5368,3396,Neutron
4676,5368,3408,Neutron
4677,5368,3264,Neutron
4678,6000,3728,Neutron
4679,6000,3652,Neutron
4680,6000,3712,Neutron
4681,6000,3676,Neutron
4682,7448,2936,Gamma
4683,7448,4696,Neutron
4684,7448,2936,Gamma
4685,10208,4040,Gamma
4686,10208,3480,Gamma
4687,10208,3552,Gamma
4688,10208,6348,Neutron
4689,6472,3992,Neutron
4690,6472,2488,Gamma
4691,6472,4164,Neutron
4692,6472,4024,Neutron
4693,6472,3944,Neutron
4694,6472,4528,Neutron
4695,6472,4092,Neutron
4696,6472,2472,Gamma
4697,6472,3916,Neutron
4698,3328,2152,Neutron
4699,3328,2128,Neutron
4700,3328,1312,Gamma
4701,3328,1248,Gamma
4702,3328,2268,Neutron
4703,3328,1280,Gamma
4704,3648,2360,Neutron
4705,3648,2424,Neutron
4706,3648,2312,Neutron
4707,3648,2304,Neutron
4708,3648,2408,Neutron
4709,3648,1448,Gamma
4710,3648,2408,Neutron
4711,3648,1400,Gamma
4712,848,520,Neutron
4713,848,328,Gamma
4714,848,520,Neutron
4715,848,576,Neutron
4716,848,560,Neutron
4717,848,580,Neutron
4718,848,512,Neutron
4719,848,520,Neutron
4720,848,532,Neutron
4721,848,328,Gamma
4722,848,336,Gamma
4723,848,536,Neutron
4724,848,288,Gamma
4725,848,512,Neutron
4726,848,284,Gamma
4727,848,560,Neutron
4728,848,316,Gamma
4729,848,272,Gamma
4730,848,288,Gamma
4731,848,528,Neutron
4732,848,512,Neutron
4733,848,532,Neutron
4734,848,540,Neutron
4735,7400,4456,Neutron
4736,2848,1904,Neutron
4737,2848,1136,Gamma
4738,2848,1064,Gamma
4739,2848,1108,Gamma
4740,2848,1728,Neutron
4741,2848,1132,Gamma
4742,2848,1116,Gamma
4743,1640,632,Gamma
4744,1640,632,Gamma
4745,1640,1040,Neutron
4746,1640,1008,Neutron
4747,1640,632,Gamma
4748,1640,648,Gamma
4749,1640,608,Gamma
4750,1640,640,Gamma
4751,1640,636,Gamma
4752,1320,488,Gamma
4753,1320,920,Neutron
4754,1320,816,Neutron
4755,1320,480,Gamma
4756,1320,456,Gamma
4757,1320,504,Gamma
4758,1320,504,Gamma
4759,1320,512,Gamma
4760,1320,456,Gamma
4761,1320,856,Neutron
4762,1320,516,Gamma
4763,1320,932,Neutron
4764,1320,488,Gamma
4765,1320,480,Gamma
4766,1320,480,Gamma
4767,1320,484,Gamma
4768,1632,616,Gamma
4769,1632,1120,Neutron
4770,1632,1012,Neutron
4771,1632,628,Gamma
4772,1632,552,Gamma
4773,1632,628,Gamma
4774,1632,1136,Neutron
4775,1632,636,Gamma
4776,1632,584,Gamma
4777,1632,632,Gamma
4778,1632,640,Gamma
4779,1632,632,Gamma
4780,1632,624,Gamma
4781,1632,1112,Neutron
4782,752,300,Gamma
4783,752,288,Gamma
4784,752,264,Gamma
4785,752,280,Gamma
4786,752,292,Gamma
4787,752,296,Gamma
4788,752,284,Gamma
4789,752,296,Gamma
4790,752,284,Gamma
4791,752,256,Gamma
4792,752,288,Gamma
4793,752,300,Gamma
4794,752,484,Neutron
4795,752,480,Neutron
4796,752,248,Gamma
4797,752,484,Neutron
4798,752,288,Gamma
4799,752,288,Gamma
4800,752,280,Gamma
4801,752,292,Gamma
4802,752,464,Neutron
4803,752,296,Gamma
4804,752,296,Gamma
4805,752,528,Neutron
4806,752,472,Neutron
4807,752,280,Gamma
4808,752,456,Neutron
4809,752,296,Gamma
4810,752,464,Neutron
4811,752,484,Neutron
4812,752,456,Neutron
4813,2128,1320,Neutron
4814,2128,1312,Neutron
4815,2128,848,Gamma
4816,2128,784,Gamma
4817,2128,828,Gamma
4818,2720,1064,Gamma
4819,2720,1032,Gamma
4820,2720,1080,Gamma
4821,2720,1708,Neutron
4822,2720,1720,Neutron
4823,2720,1640,Neutron
4824,2704,1672,Neutron
4825,2704,1812,Neutron
4826,2704,1076,Gamma
4827,9224,5704,Neutron
4828,9224,5584,Neutron
4829,9224,5928,Neutron
4830,4192,2572,Neutron
4831,4192,2600,Neutron
4832,4192,2776,Neutron
4833,4192,2784,Neutron
4834,4192,1648,Gamma
4835,424,164,Gamma
4836,424,136,Gamma
4837,424,140,Gamma
4838,424,136,Gamma
4839,424,168,Gamma
4840,424,160,Gamma
4841,424,152,Gamma
4842,424,160,Gamma
4843,424,148,Gamma
4844,424,168,Gamma
4845,424,148,Gamma
4846,424,152,Gamma
4847,424,168,Gamma
4848,424,168,Gamma
4849,424,152,Gamma
4850,1560,1036,Neutron
4851,1560,584,Gamma
4852,1560,592,Gamma
4853,1560,1136,Neutron
4854,1560,584,Gamma
4855,1560,984,Neutron
4856,1560,620,Gamma
4857,1560,608,Gamma
4858,1560,616,Gamma
4859,1560,572,Gamma
4860,1560,516,Gamma
4861,1560,592,Gamma
4862,3024,1840,Neutron
4863,3024,1184,Gamma
4864,3024,1940,Neutron
4865,3024,1932,Neutron
4866,3024,1824,Neutron
4867,3024,1928,Neutron
4868,3024,2096,Neutron
4869,3024,1208,Gamma
4870,4272,2728,Neutron
4871,4272,2616,Neutron
4872,4272,2788,Neutron
4873,4272,2588,Neutron
4874,4272,2768,Neutron
4875,4272,2648,Neutron
4876,4272,2920,Neutron
4877,9744,3608,Gamma
4878,9744,3672,Gamma
4879,9744,3648,Gamma
4880,784,292,Gamma
4881,784,296,Gamma
4882,784,300,Gamma
4883,784,272,Gamma
4884,784,296,Gamma
4885,784,476,Neutron
4886,784,504,Neutron
4887,784,488,Neutron
4888,784,280,Gamma
4889,784,264,Gamma
4890,784,248,Gamma
4891,784,296,Gamma
4892,784,312,Gamma
4893,784,488,Neutron
4894,784,512,Neutron
4895,784,480,Neutron
4896,784,484,Neutron
4897,784,308,Gamma
4898,784,504,Neutron
4899,784,484,Neutron
4900,784,496,Neutron
4901,784,312,Gamma
4902,784,496,Neutron
4903,784,304,Gamma
4904,784,512,Neutron
4905,784,520,Neutron
4906,784,312,Gamma
4907,784,484,Neutron
4908,784,312,Gamma
4909,784,500,Neutron
4910,784,304,Gamma
4911,784,260,Gamma
4912,784,472,Neutron
4913,784,300,Gamma
4914,784,304,Gamma
4915,784,500,Neutron
4916,784,536,Neutron
4917,784,288,Gamma
4918,5528,3456,Neutron
4919,5528,3456,Neutron
4920,5528,3464,Neutron
4921,5528,3344,Neutron
4922,5528,2128,Gamma
4923,5528,3656,Neutron
4924,5528,3536,Neutron
4925,5528,3360,Neutron
4926,10408,3796,Gamma
4927,10408,3740,Gamma
4928,10408,3700,Gamma
4929,6696,4048,Neutron
4930,6696,4228,Neutron
4931,6696,4144,Neutron
4932,6696,4196,Neutron
4933,8656,3168,Gamma
4934,8656,5228,Neutron
4935,3136,1160,Gamma
4936,3136,2208,Neutron
4937,3136,1200,Gamma
4938,3136,1176,Gamma
4939,3136,2128,Neutron
4940,4920,3112,Neutron
4941,4920,3232,Neutron
4942,4920,3040,Neutron
4943,4920,3040,Neutron
4944,7624,2936,Gamma
4945,7624,4884,Neutron
4946,7624,5008,Neutron
4947,7624,4584,Neutron
4948,7624,5056,Neutron
4949,7624,4740,Neutron
4950,4776,2912,Neutron
4951,4776,3144,Neutron
4952,4776,3028,Neutron
4953,4776,3156,Neutron
4954,4776,3168,Neutron
4955,4776,3028,Neutron
4956,4776,2908,Neutron
4957,4776,3132,Neutron
4958,4776,2904,Neutron
4959,5280,3212,Neutron
4960,5280,3296,Neutron
4961,5280,3176,Neutron
4962,5280,3408,Neutron
4963,5064,3128,Neutron
4964,5064,3080,Neutron
4965,5064,3144,Neutron
4966,5064,3112,Neutron
4967,5064,3216,Neutron
4968,5064,1952,Gamma
4969,5064,3192,Neutron
4970,5064,3128,Neutron
4971,2392,1464,Neutron
4972,2392,940,Gamma
4973,2392,772,Gamma
4974,2392,1560,Neutron
4975,2392,928,Gamma
4976,2392,952,Gamma
4977,3128,1948,Neutron
4978,3128,2048,Neutron
4979,3128,1904,Neutron
4980,3128,1940,Neutron
4981,9544,5760,Neutron
4982,9544,3440,Gamma
4983,9544,5812,Neutron
4984,9544,3384,Gamma
4985,3240,2032,Neutron
4986,3240,1992,Neutron
4987,3240,2040,Neutron
4988,3240,2088,Neutron
4989,3240,2108,Neutron
4990,3240,2080,Neutron
4991,3240,2128,Neutron
4992,3240,2152,Neutron
4993,3240,2248,Neutron
4994,3240,2120,Neutron
4995,3240,2104,Neutron
4996,3432,2124,Neutron
4997,3432,1312,Gamma
4998,3432,2144,Neutron
4999,3432,2112,Neutron
5000,3432,2064,Neutron
5001,3432,2248,Neutron
5002,3432,2328,Neutron
5003,4304,2636,Neutron
5004,4304,2612,Neutron
5005,4304,2624,Neutron
5006,4304,2624,Neutron
5007,4304,2784,Neutron
5008,4304,2616,Neutron
5009,4304,2620,Neutron
5010,4304,2672,Neutron
5011,4336,2664,Neutron
5012,4336,2744,Neutron
5013,4336,2640,Neutron
5014,4336,1724,Gamma
5015,4336,2728,Neutron
5016,4336,1592,Gamma
5017,4336,1664,Gamma
5018,4336,1632,Gamma
5019,4808,2980,Neutron
5020,4808,2888,Neutron
5021,4808,3108,Neutron
5022,4808,1792,Gamma
5023,4808,2992,Neutron
5024,4808,3224,Neutron
5025,4808,3068,Neutron
5026,4808,3000,Neutron
5027,4504,2944,Neutron
5028,4504,2864,Neutron
5029,4504,2792,Neutron
5030,4504,2704,Neutron
5031,4504,2776,Neutron
5032,5384,3344,Neutron
5033,5384,3424,Neutron
5034,5384,2008,Gamma
5035,5384,3432,Neutron
5036,5384,3260,Neutron
5037,3168,1992,Neutron
5038,3168,1908,Neutron
5039,3168,2108,Neutron
5040,3168,2064,Neutron
5041,3168,1992,Neutron
5042,3168,1968,Neutron
5043,3168,2036,Neutron
5044,3168,2096,Neutron
5045,3168,1952,Neutron
5046,3168,2136,Neutron
5047,3168,2008,Neutron
5048,7320,4448,Neutron
5049,7320,4544,Neutron
5050,7320,4684,Neutron
5051,6664,4040,Neutron
5052,6664,4320,Neutron
5053,6664,4228,Neutron
5054,6664,4152,Neutron
5055,6664,4236,Neutron
5056,6664,2640,Gamma
5057,6664,4168,Neutron
5058,4928,3224,Neutron
5059,4928,3008,Neutron
5060,4928,2968,Neutron
5061,6920,4200,Neutron
5062,6920,4244,Neutron
5063,6920,4264,Neutron
5064,6920,2520,Gamma
5065,6920,4176,Neutron
5066,6920,4472,Neutron
5067,6920,4216,Neutron
5068,3336,2152,Neutron
5069,3336,2104,Neutron
5070,3336,2020,Neutron
5071,3336,2008,Neutron
5072,3336,2060,Neutron
5073,3336,1296,Gamma
5074,3336,1264,Gamma
5075,3336,2128,Neutron
5076,5912,3624,Neutron
5077,5912,3840,Neutron
5078,5912,3828,Neutron
5079,2976,1136,Gamma
5080,2976,1180,Gamma
5081,2976,1896,Neutron
5082,2976,1112,Gamma
5083,7096,4260,Neutron
5084,7096,4280,Neutron
5085,7096,2816,Gamma
5086,7096,4272,Neutron
5087,3832,2464,Neutron
5088,3832,2392,Neutron
5089,3832,2488,Neutron
5090,3832,1496,Gamma
5091,3832,2328,Neutron
5092,3832,2352,Neutron
5093,3832,2312,Neutron
5094,3832,2416,Neutron
5095,3832,2504,Neutron
5096,3832,1456,Gamma
5097,8872,3440,Gamma
5098,8872,5336,Neutron
5099,8872,3404,Gamma
5100,8872,5584,Neutron
5101,1992,744,Gamma
5102,1992,1312,Neutron
5103,1992,1200,Neutron
5104,1992,1304,Neutron
5105,1992,784,Gamma
5106,4608,2824,Neutron
5107,4608,3000,Neutron
5108,4608,1768,Gamma
5109,4608,2868,Neutron
5110,4608,2832,Neutron
5111,4608,2908,Neutron
5112,4608,2816,Neutron
5113,4608,2880,Neutron
5114,4608,3040,Neutron
5115,2968,1856,Neutron
5116,2968,1952,Neutron
5117,2968,1072,Gamma
5118,2968,1792,Neutron
5119,2968,1960,Neutron
5120,2968,1184,Gamma
5121,1512,592,Gamma
5122,1512,572,Gamma
5123,1512,592,Gamma
5124,1512,568,Gamma
5125,1512,592,Gamma
5126,1512,976,Neutron
5127,1512,584,Gamma
5128,1512,588,Gamma
5129,1512,600,Gamma
5130,1512,912,Neutron
5131,1512,520,Gamma
5132,1512,912,Neutron
5133,1744,672,Gamma
5134,1744,1080,Neutron
5135,1744,632,Gamma
5136,1744,672,Gamma
5137,1744,1140,Neutron
5138,1744,1124,Neutron
5139,1744,680,Gamma
5140,1744,1088,Neutron
5141,1744,692,Gamma
5142,2624,1640,Neutron
5143,2624,1752,Neutron
5144,2624,1728,Neutron
5145,3552,1328,Gamma
5146,3552,1376,Gamma
5147,3552,2352,Neutron
5148,3552,2356,Neutron
5149,3552,2256,Neutron
5150,3552,2208,Neutron
5151,1456,504,Gamma
5152,1456,968,Neutron
5153,1456,572,Gamma
5154,1456,880,Neutron
5155,1456,552,Gamma
5156,1456,572,Gamma
5157,1456,880,Neutron
5158,1456,556,Gamma
5159,1456,952,Neutron
5160,1456,568,Gamma
5161,1456,568,Gamma
5162,1456,528,Gamma
5163,1456,536,Gamma
5164,1456,552,Gamma
5165,1456,568,Gamma
5166,1616,1008,Neutron
5167,1616,632,Gamma
5168,1616,640,Gamma
5169,1616,632,Gamma
5170,1616,1120,Neutron
5171,1616,640,Gamma
5172,1616,632,Gamma
5173,1616,616,Gamma
5174,1616,632,Gamma
5175,1528,556,Gamma
5176,1528,984,Neutron
5177,1528,608,Gamma
5178,1528,1072,Neutron
5179,1528,600,Gamma
5180,1528,608,Gamma
5181,1528,608,Gamma
5182,1528,1076,Neutron
5183,4008,2584,Neutron
5184,4008,2608,Neutron
5185,4008,2712,Neutron
5186,4008,2416,Neutron
5187,4008,1560,Gamma
5188,4008,2584,Neutron
5189,4008,2496,Neutron
5190,3224,1288,Gamma
5191,3224,1264,Gamma
5192,3224,1268,Gamma
5193,3224,2124,Neutron
5194,3224,2184,Neutron
5195,3728,2272,Neutron
5196,3728,2264,Neutron
5197,3728,1408,Gamma
5198,3728,2336,Neutron
5199,3728,2288,Neutron
5200,3728,2336,Neutron
5201,3728,2404,Neutron
5202,5976,3632,Neutron
5203,5976,3760,Neutron
5204,5976,3736,Neutron
5205,5976,3728,Neutron
5206,5976,3712,Neutron
5207,5976,3752,Neutron
5208,5976,3616,Neutron
5209,5976,3616,Neutron
5210,3064,1960,Neutron
5211,3064,1920,Neutron
5212,3064,1192,Gamma
5213,3064,1940,Neutron
5214,3064,1208,Gamma
5215,3064,1896,Neutron
5216,6576,4096,Neutron
5217,6576,4008,Neutron
5218,6576,4148,Neutron
5219,6576,3952,Neutron
5220,6576,4168,Neutron
5221,6576,4048,Neutron
5222,6576,2616,Gamma
5223,8224,5044,Neutron
5224,8224,5100,Neutron
5225,8224,3044,Gamma
5226,8224,5132,Neutron
5227,8224,5000,Neutron
5228,4904,2968,Neutron
5229,5800,3676,Neutron
5230,5800,3544,Neutron
5231,5800,3600,Neutron
5232,6912,4440,Neutron
5233,6912,4176,Neutron
5234,6912,2600,Gamma
5235,6912,4296,Neutron
5236,6912,4372,Neutron
5237,6912,4192,Neutron
5238,4416,2928,Neutron
5239,4416,2656,Neutron
5240,4416,2736,Neutron
5241,4416,2816,Neutron
5242,4416,2800,Neutron
5243,4416,2940,Neutron
5244,4416,2652,Neutron
5245,4416,2804,Neutron
5246,4416,2872,Neutron
5247,9888,6040,Neutron
5248,9888,3792,Gamma
5249,9888,6536,Neutron
5250,9888,3728,Gamma
5251,9888,5948,Neutron
5252,9888,5980,Neutron
5253,4064,2560,Neutron
5254,4064,2620,Neutron
5255,4064,2444,Neutron
5256,4064,2608,Neutron
5257,448,176,Gamma
5258,448,164,Gamma
5259,448,144,Gamma
5260,448,168,Gamma
5261,448,148,Gamma
5262,448,176,Gamma
5263,448,168,Gamma
5264,448,152,Gamma
5265,448,128,Gamma
5266,448,144,Gamma
5267,448,164,Gamma
5268,448,172,Gamma
5269,448,144,Gamma
5270,448,144,Gamma
5271,4848,3100,Neutron
5272,4848,3092,Neutron
5273,4848,3144,Neutron
5274,4848,3032,Neutron
5275,4848,2996,Neutron
5276,4848,3112,Neutron
5277,4848,2944,Neutron
5278,4848,3024,Neutron
5279,4984,3024,Neutron
5280,4984,3180,Neutron
5281,4984,3216,Neutron
5282,4984,3032,Neutron
5283,4984,3148,Neutron
5284,4984,3128,Neutron
5285,4984,3060,Neutron
5286,4984,3292,Neutron
5287,4984,3356,Neutron
5288,4984,1904,Gamma
5289,4984,3200,Neutron
5290,6424,4168,Neutron
5291,6424,3960,Neutron
5292,6424,3952,Neutron
5293,7216,4588,Neutron
5294,7216,4720,Neutron
5295,7216,4360,Neutron
5296,7216,4400,Neutron
5297,7216,2880,Gamma
5298,5264,3264,Neutron
5299,5264,3284,Neutron
5300,5264,3564,Neutron
5301,5264,3224,Neutron
5302,5264,3384,Neutron
5303,5264,3376,Neutron
5304,5264,3336,Neutron
5305,5264,3464,Neutron
5306,5264,3192,Neutron
5307,5264,3160,Neutron
5308,5264,3260,Neutron
5309,5264,3264,Neutron
5310,8936,5428,Neutron
5311,8936,5444,Neutron
5312,8936,3392,Gamma
5313,2584,992,Gamma
5314,2584,1576,Neutron
5315,2584,1576,Neutron
5316,2584,1664,Neutron
5317,2584,1648,Neutron
5318,8640,5280,Neutron
5319,3288,2176,Neutron
5320,3288,2032,Neutron
5321,3288,1248,Gamma
5322,3288,1984,Neutron
5323,3288,2048,Neutron
5324,3288,2012,Neutron
5325,3288,1288,Gamma
5326,2520,1712,Neutron
5327,2520,1000,Gamma
5328,2520,976,Gamma
5329,2520,1624,Neutron
5330,2520,1592,Neutron
5331,2520,976,Gamma
5332,488,188,Gamma
5333,488,184,Gamma
5334,488,188,Gamma
5335,488,168,Gamma
5336,488,160,Gamma
5337,488,160,Gamma
5338,488,192,Gamma
5339,488,160,Gamma
5340,488,192,Gamma
5341,488,176,Gamma
5342,488,192,Gamma
5343,488,188,Gamma
5344,488,192,Gamma
5345,488,192,Gamma
5346,488,192,Gamma
5347,488,176,Gamma
5348,488,192,Gamma
5349,488,192,Gamma
5350,488,152,Gamma
5351,488,152,Gamma
5352,488,176,Gamma
5353,4992,3320,Neutron
5354,4992,3000,Neutron
5355,4992,3096,Neutron
5356,4992,3008,Neutron
5357,1544,580,Gamma
5358,1544,592,Gamma
5359,1544,1016,Neutron
5360,1544,592,Gamma
5361,1544,616,Gamma
5362,1544,608,Gamma
5363,1544,928,Neutron
5364,4120,2584,Neutron
5365,4120,2540,Neutron
5366,4120,2608,Neutron
5367,4120,2484,Neutron
5368,4120,2600,Neutron
5369,4120,2672,Neutron
5370,4120,2736,Neutron
5371,4120,2488,Neutron
5372,4120,1584,Gamma
5373,4120,2552,Neutron
5374,1936,752,Gamma
5375,1936,736,Gamma
5376,1936,1272,Neutron
5377,1936,696,Gamma
5378,1936,1208,Neutron
5379,7696,4684,Neutron
5380,7696,4696,Neutron
5381,7696,4760,Neutron
5382,7696,4960,Neutron
5383,2784,1052,Gamma
5384,2784,1080,Gamma
5385,2784,1000,Gamma
5386,2784,1764,Neutron
5387,2312,880,Gamma
5388,2312,920,Gamma
5389,2312,1616,Neutron
5390,2312,1436,Neutron
5391,2312,1392,Neutron
5392,2312,1560,Neutron
5393,2312,1504,Neutron
5394,2312,904,Gamma
5395,2312,872,Gamma
5396,2312,880,Gamma
5397,2312,1456,Neutron
5398,2312,832,Gamma
5399,1664,1152,Neutron
5400,1664,664,Gamma
5401,1664,1012,Neutron
5402,1664,608,Gamma
5403,1664,664,Gamma
5404,2472,1684,Neutron
5405,5168,3164,Neutron
5406,5168,3320,Neutron
5407,5168,3152,Neutron
5408,5168,3232,Neutron
5409,5168,3216,Neutron
5410,7944,4872,Neutron
5411,7944,4780,Neutron
5412,7944,4976,Neutron
5413,7944,4768,Neutron
5414,1688,1160,Neutron
5415,1688,652,Gamma
5416,1688,640,Gamma
5417,1688,636,Gamma
5418,1688,656,Gamma
5419,1688,652,Gamma
5420,1688,632,Gamma
5421,1688,664,Gamma
5422,2872,1724,Neutron
5423,2872,1088,Gamma
5424,2048,1344,Neutron
5425,2048,1232,Neutron
5426,2048,772,Gamma
5427,2048,1328,Neutron
5428,8160,5032,Neutron
5429,8160,4936,Neutron
5430,8160,5152,Neutron
5431,8160,5180,Neutron
5432,8160,4904,Neutron
5433,8248,4960,Neutron
5434,8248,5080,Neutron
5435,4584,2904,Neutron
5436,4584,2764,Neutron
5437,4584,2832,Neutron
5438,4584,2880,Neutron
5439,4584,2772,Neutron
5440,8904,3500,Gamma
5441,8904,5584,Neutron
5442,8904,3516,Gamma
5443,4032,2712,Neutron
5444,4032,2512,Neutron
5445,4032,2504,Neutron
5446,4032,2528,Neutron
5447,4032,2600,Neutron
5448,3048,1952,Neutron
5449,3048,1880,Neutron
5450,3048,2012,Neutron
5451,3048,1104,Gamma
5452,8240,3120,Gamma
5453,8240,5288,Neutron
5454,5136,2040,Gamma
5455,5136,3188,Neutron
5456,5136,3332,Neutron
5457,5136,3480,Neutron
5458,4048,1600,Gamma
5459,4048,2472,Neutron
5460,4048,2680,Neutron
5461,4048,2496,Neutron
5462,4048,1528,Gamma
5463,4048,2700,Neutron
5464,7688,4856,Neutron
5465,7688,4800,Neutron
5466,7688,4704,Neutron
5467,7688,4840,Neutron
5468,7688,4768,Neutron
5469,3672,2272,Neutron
5470,3672,2344,Neutron
5471,3672,1456,Gamma
5472,3672,2288,Neutron
5473,4576,2916,Neutron
5474,4576,2976,Neutron
5475,4576,2816,Neutron
5476,4576,2856,Neutron
5477,4576,2916,Neutron
5478,4576,1768,Gamma
5479,4576,2776,Neutron
5480,4576,2912,Neutron
5481,4576,2872,Neutron
5482,4576,2776,Neutron
5483,3512,1344,Gamma
5484,3512,2112,Neutron
5485,3512,2120,Neutron
5486,3512,2200,Neutron
5487,1288,800,Neutron
5488,1288,448,Gamma
5489,1288,492,Gamma
5490,1288,472,Gamma
5491,1288,480,Gamma
5492,1288,512,Gamma
5493,1288,784,Neutron
5494,1288,776,Neutron
5495,1288,488,Gamma
5496,1288,464,Gamma
5497,1288,504,Gamma
5498,1288,512,Gamma
5499,1288,504,Gamma
5500,1288,408,Gamma
5501,1288,808,Neutron
5502,1288,776,Neutron
5503,1288,460,Gamma
5504,1288,784,Neutron
5505,1288,800,Neutron
5506,1288,488,Gamma
5507,1288,476,Gamma
5508,1288,488,Gamma
5509,1288,784,Neutron
5510,1288,512,Gamma
5511,6160,3848,Neutron
5512,6160,3944,Neutron
5513,6160,3920,Neutron
5514,6160,3728,Neutron
5515,6160,3764,Neutron
5516,6160,3880,Neutron
5517,6160,3736,Neutron
5518,6160,2432,Gamma
5519,6160,3708,Neutron
5520,6160,4080,Neutron
5521,6160,3928,Neutron
5522,6160,3780,Neutron
5523,5816,3584,Neutron
5524,5816,3776,Neutron
5525,5816,2280,Gamma
5526,5816,3504,Neutron
5527,5816,3520,Neutron
5528,5816,3632,Neutron
5529,5816,2208,Gamma
5530,2512,968,Gamma
5531,2512,904,Gamma
5532,2512,960,Gamma
5533,2512,920,Gamma
5534,2512,1652,Neutron
5535,5896,3648,Neutron
5536,4648,2952,Neutron
5537,4648,2804,Neutron
5538,4648,2992,Neutron
5539,4648,1840,Gamma
5540,4648,1844,Gamma
5541,4648,2924,Neutron
5542,4648,3056,Neutron
5543,4648,2856,Neutron
5544,4648,2936,Neutron
5545,4728,2852,Neutron
5546,4728,3040,Neutron
5547,4728,3020,Neutron
5548,4728,2936,Neutron
5549,4728,3088,Neutron
5550,4728,2880,Neutron
5551,4728,1824,Gamma
5552,4728,3052,Neutron
5553,4728,2880,Neutron
5554,4728,2896,Neutron
5555,4728,2976,Neutron
5556,7632,4716,Neutron
5557,7632,4828,Neutron
5558,7632,4584,Neutron
5559,7632,4832,Neutron
5560,4408,1712,Gamma
5561,4408,2724,Neutron
5562,4408,2780,Neutron
5563,4408,1656,Gamma
5564,4408,2656,Neutron
5565,4408,2672,Neutron
5566,4408,1624,Gamma
5567,4408,2668,Neutron
5568,2352,936,Gamma
5569,2352,1472,Neutron
5570,2352,940,Gamma
5571,5328,3392,Neutron
5572,5328,2056,Gamma
5573,5328,3208,Neutron
5574,5328,3212,Neutron
5575,4464,2800,Neutron
5576,4464,2800,Neutron
5577,4464,2880,Neutron
5578,4464,2696,Neutron
