PulseNo,TotalArea,TailArea,Classification
1,7616,4584,Neutron
2,7616,4860,Neutron
3,7616,2960,Gamma
4,7616,2840,Gamma
5,7616,4656,Neutron
6,7616,4800,Neutron
7,7616,4672,Neutron
8,3848,2528,Neutron
9,3848,2328,Neutron
10,3848,2472,Neutron
11,3848,1488,Gamma
12,3848,2520,Neutron
13,3848,2320,Neutron
14,3848,2448,Neutron
15,2744,1056,Gamma
16,2744,1656,Neutron
17,2744,1768,Neutron
18,2488,1648,Neutron
19,2488,992,Gamma
20,1256,816,Neutron
21,1256,760,Neutron
22,1256,768,Neutron
23,1256,480,Gamma
24,1256,460,Gamma
25,1256,472,Gamma
26,1256,496,Gamma
27,1256,480,Gamma
28,1256,884,Neutron
29,1256,452,Gamma
30,1256,424,Gamma
31,8776,3376,Gamma
32,8776,3216,Gamma
33,8776,3496,Gamma
34,8776,3340,Gamma
35,8776,3480,Gamma
36,8776,3384,Gamma
37,3424,2088,Neutron
38,3424,2200,Neutron
39,3424,2140,Neutron
40,3424,2104,Neutron
41,3424,2224,Neutron
42,816,316,Gamma
43,816,512,Neutron
44,816,492,Neutron
45,816,504,Neutron
46,816,504,Neutron
47,816,248,Gamma
48,816,512,Neutron
49,816,528,Neutron
50,816,512,Neutron
51,816,320,Gamma
52,816,296,Gamma
53,816,544,Neutron
54,816,312,Gamma
55,816,512,Neutron
56,816,504,Neutron
57,816,500,Neutron
58,816,304,Gamma
59,816,496,Neutron
60,816,312,Gamma
61,816,532,Neutron
62,816,296,Gamma
63,816,496,Neutron
64,816,304,Gamma
65,816,512,Neutron
66,816,524,Neutron
67,816,536,Neutron
68,816,272,Gamma
69,816,324,Gamma
70,816,516,Neutron
71,816,284,Gamma
72,816,320,Gamma
73,816,320,Gamma
74,816,320,Gamma
75,816,536,Neutron
76,816,304,Gamma
77,816,320,Gamma
78,1192,432,Gamma
79,1192,352,Gamma
80,1192,472,Gamma
81,1192,720,Neutron
82,1192,472,Gamma
83,1192,456,Gamma
84,1192,784,Neutron
85,1192,424,Gamma
86,1192,716,Neutron
87,1192,372,Gamma
88,1192,476,Gamma
89,1192,716,Neutron
90,1192,724,Neutron
91,1192,732,Neutron
92,1192,720,Neutron
93,1192,408,Gamma
94,1192,748,Neutron
95,1192,400,Gamma
96,1192,728,Neutron
97,1192,736,Neutron
98,1192,424,Gamma
99,1192,760,Neutron
100,1192,456,Gamma
101,1192,464,Gamma
102,1192,744,Neutron
103,1192,728,Neutron
104,1192,464,Gamma
105,1192,456,Gamma
106,1192,784,Neutron
107,1192,456,Gamma
108,1192,464,Gamma
109,2664,1704,Neutron
110,2664,1012,Gamma
111,2664,1712,Neutron
112,2664,1056,Gamma
113,2664,1760,Neutron
114,2664,1024,Gamma
115,2664,1680,Neutron
116,2664,1752,Neutron
117,2664,1728,Neutron
118,800,300,Gamma
119,800,296,Gamma
120,800,280,Gamma
121,800,528,Neutron
122,800,296,Gamma
123,800,312,Gamma
124,800,248,Gamma
125,800,280,Gamma
126,800,296,Gamma
127,800,304,Gamma
128,800,316,Gamma
129,800,512,Neutron
130,800,484,Neutron
131,800,304,Gamma
132,800,500,Neutron
133,800,272,Gamma
134,800,516,Neutron
135,800,496,Neutron
136,800,488,Neutron
137,800,492,Neutron
138,800,484,Neutron
139,800,496,Neutron
140,800,500,Neutron
141,800,288,Gamma
142,800,488,Neutron
143,800,304,Gamma
144,800,280,Gamma
145,800,288,Gamma
146,800,512,Neutron
147,1176,768,Neutron
148,1176,416,Gamma
149,1176,720,Neutron
150,1176,444,Gamma
151,1176,740,Neutron
152,1176,432,Gamma
153,1176,752,Neutron
154,1176,712,Neutron
155,1176,440,Gamma
156,1176,424,Gamma
157,1176,712,Neutron
158,1176,808,Neutron
159,1176,464,Gamma
160,1176,432,Gamma
161,1176,440,Gamma
162,1176,740,Neutron
163,1176,720,Neutron
164,1176,712,Neutron
165,1176,724,Neutron
166,1176,404,Gamma
167,1176,720,Neutron
168,1176,440,Gamma
169,1176,456,Gamma
170,1176,720,Neutron
171,1176,452,Gamma
172,1176,712,Neutron
173,1176,448,Gamma
174,1176,416,Gamma
175,1024,384,Gamma
176,1024,388,Gamma
177,1024,624,Neutron
178,1024,384,Gamma
179,1024,340,Gamma
180,1024,400,Gamma
181,1024,632,Neutron
182,1024,656,Neutron
183,1024,400,Gamma
184,1024,624,Neutron
185,1024,632,Neutron
186,1024,640,Neutron
187,1024,400,Gamma
188,1024,664,Neutron
189,1024,628,Neutron
190,1024,392,Gamma
191,1024,368,Gamma
192,1024,616,Neutron
193,1024,616,Neutron
194,1024,408,Gamma
195,1024,664,Neutron
196,1024,368,Gamma
197,1024,400,Gamma
198,1024,624,Neutron
199,1024,392,Gamma
200,1024,644,Neutron
201,1024,408,Gamma
202,1024,616,Neutron
203,1024,404,Gamma
204,1024,376,Gamma
205,1024,368,Gamma
206,1024,392,Gamma
207,1024,404,Gamma
208,1024,368,Gamma
209,1592,604,Gamma
210,1592,572,Gamma
211,1592,508,Gamma
212,1592,608,Gamma
213,1592,624,Gamma
214,1592,1096,Neutron
215,1592,1016,Neutron
216,1592,584,Gamma
217,856,520,Neutron
218,856,520,Neutron
219,856,532,Neutron
220,856,304,Gamma
221,856,308,Gamma
222,856,320,Gamma
223,856,520,Neutron
224,856,336,Gamma
225,856,520,Neutron
226,856,536,Neutron
227,856,336,Gamma
228,856,240,Gamma
229,856,324,Gamma
230,856,328,Gamma
231,856,528,Neutron
232,856,320,Gamma
233,856,548,Neutron
234,856,320,Gamma
235,856,336,Gamma
236,856,336,Gamma
237,856,528,Neutron
238,856,552,Neutron
239,856,340,Gamma
240,856,520,Neutron
241,856,552,Neutron
242,856,524,Neutron
243,856,536,Neutron
244,856,520,Neutron
245,856,548,Neutron
246,856,568,Neutron
247,856,328,Gamma
248,856,536,Neutron
249,856,556,Neutron
250,856,516,Neutron
251,856,552,Neutron
252,856,328,Gamma
253,856,336,Gamma
254,856,536,Neutron
255,856,548,Neutron
256,856,328,Gamma
257,856,536,Neutron
258,856,336,Gamma
259,856,540,Neutron
260,5088,3344,Neutron
261,5088,3072,Neutron
262,5088,3156,Neutron
263,5088,3136,Neutron
264,5088,3160,Neutron
265,5088,3376,Neutron
266,5088,3276,Neutron
267,5088,3272,Neutron
268,5088,3064,Neutron
269,3936,2520,Neutron
270,3936,2512,Neutron
271,3936,1440,Gamma
272,3936,2432,Neutron
273,3936,1532,Gamma
274,1136,440,Gamma
275,1136,696,Neutron
276,1136,376,Gamma
277,1136,440,Gamma
278,1136,696,Neutron
279,1136,744,Neutron
280,1136,348,Gamma
281,1136,416,Gamma
282,1136,736,Neutron
283,1136,728,Neutron
284,1136,424,Gamma
285,1136,696,Neutron
286,1136,696,Neutron
287,1136,428,Gamma
288,1136,688,Neutron
289,1136,392,Gamma
290,1136,412,Gamma
291,1136,696,Neutron
292,1136,444,Gamma
293,3272,2056,Neutron
294,3272,2072,Neutron
295,3272,1984,Neutron
296,3272,1296,Gamma
297,3272,1272,Gamma
298,4520,2800,Neutron
299,4520,2980,Neutron
300,4520,2868,Neutron
301,4520,2744,Neutron
302,4520,1776,Gamma
303,4520,2832,Neutron
304,792,312,Gamma
305,792,488,Neutron
306,792,480,Neutron
307,792,312,Gamma
308,792,316,Gamma
309,792,312,Gamma
310,792,312,Gamma
311,792,280,Gamma
312,792,500,Neutron
313,792,532,Neutron
314,792,312,Gamma
315,792,312,Gamma
316,792,476,Neutron
317,792,500,Neutron
318,792,480,Neutron
319,792,476,Neutron
320,792,480,Neutron
321,792,316,Gamma
322,792,508,Neutron
323,792,504,Neutron
324,792,488,Neutron
325,792,312,Gamma
326,792,480,Neutron
327,792,476,Neutron
328,792,272,Gamma
329,792,496,Neutron
330,792,508,Neutron
331,792,524,Neutron
332,792,304,Gamma
333,792,488,Neutron
334,792,280,Gamma
335,792,484,Neutron
336,792,264,Gamma
337,792,512,Neutron
338,792,296,Gamma
339,792,488,Neutron
340,792,312,Gamma
341,792,480,Neutron
342,792,304,Gamma
343,792,480,Neutron
344,792,480,Neutron
345,1296,820,Neutron
346,1296,464,Gamma
347,1296,472,Gamma
348,1296,500,Gamma
349,1296,496,Gamma
350,1296,784,Neutron
351,1296,512,Gamma
352,1296,800,Neutron
353,1296,504,Gamma
354,1296,480,Gamma
355,1296,812,Neutron
356,1296,488,Gamma
357,1296,472,Gamma
358,1296,792,Neutron
359,1296,792,Neutron
360,1296,896,Neutron
361,1096,700,Neutron
362,1096,696,Neutron
363,1096,692,Neutron
364,1096,704,Neutron
365,1096,432,Gamma
366,1096,680,Neutron
367,1096,428,Gamma
368,1096,384,Gamma
369,1096,424,Gamma
370,1096,704,Neutron
371,1096,432,Gamma
372,1096,688,Neutron
373,1096,424,Gamma
374,1096,416,Gamma
375,1096,432,Gamma
376,1096,400,Gamma
377,1096,408,Gamma
378,1096,396,Gamma
379,1096,368,Gamma
380,1096,680,Neutron
381,1096,664,Neutron
382,1096,664,Neutron
383,1096,408,Gamma
384,1096,680,Neutron
385,1096,756,Neutron
386,1096,428,Gamma
387,1096,676,Neutron
388,1096,432,Gamma
389,1096,680,Neutron
390,1096,420,Gamma
391,1008,612,Neutron
392,1008,388,Gamma
393,1008,328,Gamma
394,1008,384,Gamma
395,1008,608,Neutron
396,1008,624,Neutron
397,1008,616,Neutron
398,1008,640,Neutron
399,1008,608,Neutron
400,1008,384,Gamma
401,1008,396,Gamma
402,1008,616,Neutron
403,1008,632,Neutron
404,1008,624,Neutron
405,1008,640,Neutron
406,1008,376,Gamma
407,1008,608,Neutron
408,1008,392,Gamma
409,1008,628,Neutron
410,1008,392,Gamma
411,1008,368,Gamma
412,1008,392,Gamma
413,1008,648,Neutron
414,1008,628,Neutron
415,1008,392,Gamma
416,1008,360,Gamma
417,1008,336,Gamma
418,1008,620,Neutron
419,1008,376,Gamma
420,1008,644,Neutron
421,1008,620,Neutron
422,1008,392,Gamma
423,1008,656,Neutron
424,1008,344,Gamma
425,1008,400,Gamma
426,1008,624,Neutron
427,1976,788,Gamma
428,1976,1264,Neutron
429,1976,756,Gamma
430,1976,736,Gamma
431,888,584,Neutron
432,888,544,Neutron
433,888,536,Neutron
434,888,536,Neutron
435,888,352,Gamma
436,888,536,Neutron
437,888,544,Neutron
438,888,352,Gamma
439,888,536,Neutron
440,888,336,Gamma
441,888,560,Neutron
442,888,344,Gamma
443,888,344,Gamma
444,888,584,Neutron
445,888,540,Neutron
446,888,536,Neutron
447,888,344,Gamma
448,888,344,Gamma
449,888,352,Gamma
450,888,552,Neutron
451,888,580,Neutron
452,888,584,Neutron
453,888,344,Gamma
454,888,324,Gamma
455,888,352,Gamma
456,888,344,Gamma
457,888,312,Gamma
458,888,544,Neutron
459,888,556,Neutron
460,888,536,Neutron
461,888,536,Neutron
462,888,340,Gamma
463,888,536,Neutron
464,888,336,Gamma
465,888,352,Gamma
466,888,540,Neutron
467,888,536,Neutron
468,888,352,Gamma
469,1240,812,Neutron
470,1240,488,Gamma
471,1240,852,Neutron
472,1240,464,Gamma
473,1240,812,Neutron
474,1240,488,Gamma
475,1240,852,Neutron
476,1240,760,Neutron
477,1240,768,Neutron
478,1240,752,Neutron
479,1240,772,Neutron
480,1240,424,Gamma
481,1240,456,Gamma
482,1240,752,Neutron
483,1240,784,Neutron
484,1240,456,Gamma
485,1240,492,Gamma
486,1240,468,Gamma
487,1240,752,Neutron
488,1240,448,Gamma
489,1240,480,Gamma
490,1432,536,Gamma
491,1432,568,Gamma
492,1432,544,Gamma
493,1432,540,Gamma
494,1432,472,Gamma
495,1432,968,Neutron
496,1432,552,Gamma
497,1432,512,Gamma
498,1432,888,Neutron
499,1432,568,Gamma
500,1432,912,Neutron
501,1432,896,Neutron
502,1432,564,Gamma
503,896,544,Neutron
504,896,352,Gamma
505,896,340,Gamma
506,896,568,Neutron
507,896,332,Gamma
508,896,568,Neutron
509,896,548,Neutron
510,896,336,Gamma
511,896,568,Neutron
512,896,552,Neutron
513,896,296,Gamma
514,896,312,Gamma
515,896,596,Neutron
516,896,552,Neutron
517,896,352,Gamma
518,896,556,Neutron
519,896,592,Neutron
520,896,344,Gamma
521,896,356,Gamma
522,896,304,Gamma
523,896,568,Neutron
524,896,544,Neutron
525,896,560,Neutron
526,896,324,Gamma
527,896,352,Gamma
528,896,544,Neutron
529,896,548,Neutron
530,896,336,Gamma
531,896,556,Neutron
532,896,616,Neutron
533,896,544,Neutron
534,1312,496,Gamma
535,1312,856,Neutron
536,1312,524,Gamma
537,1312,452,Gamma
538,1312,496,Gamma
539,1312,844,Neutron
540,1312,904,Neutron
541,1312,496,Gamma
542,1312,480,Gamma
543,1312,496,Gamma
544,1312,520,Gamma
545,1312,464,Gamma
546,1312,520,Gamma
547,1312,460,Gamma
548,1312,480,Gamma
549,1312,520,Gamma
550,1312,496,Gamma
551,1312,792,Neutron
552,1312,520,Gamma
553,6976,4224,Neutron
554,6976,4356,Neutron
555,6976,4236,Neutron
556,6976,4216,Neutron
557,6976,4200,Neutron
558,6976,4236,Neutron
559,6976,4204,Neutron
560,3072,1224,Gamma
561,3072,1868,Neutron
562,3072,2000,Neutron
563,3072,1188,Gamma
564,3072,2064,Neutron
565,3072,1208,Gamma
566,3072,1864,Neutron
567,3072,1216,Gamma
568,1304,512,Gamma
569,1304,912,Neutron
570,1304,520,Gamma
571,1304,512,Gamma
572,1304,512,Gamma
573,1304,784,Neutron
574,1304,804,Neutron
575,1304,800,Neutron
576,1304,516,Gamma
577,1304,484,Gamma
578,1304,936,Neutron
579,1304,788,Neutron
580,1304,520,Gamma
581,1304,848,Neutron
582,1304,512,Gamma
583,1304,784,Neutron
584,1304,904,Neutron
585,1304,804,Neutron
586,1304,792,Neutron
587,1304,432,Gamma
588,1304,520,Gamma
589,1304,504,Gamma
590,1304,788,Neutron
591,1304,512,Gamma
592,1304,804,Neutron
593,1304,784,Neutron
594,1304,520,Gamma
595,1304,504,Gamma
596,1304,512,Gamma
597,1304,520,Gamma
598,1304,800,Neutron
599,1304,480,Gamma
600,1304,480,Gamma
601,2920,1816,Neutron
602,2920,1776,Neutron
603,2920,1888,Neutron
604,2920,1160,Gamma
605,2920,1952,Neutron
606,976,604,Neutron
607,976,612,Neutron
608,976,592,Neutron
609,976,360,Gamma
610,976,384,Gamma
611,976,592,Neutron
612,976,336,Gamma
613,976,612,Neutron
614,976,604,Neutron
615,976,616,Neutron
616,976,608,Neutron
617,976,376,Gamma
618,976,600,Neutron
619,976,388,Gamma
620,976,624,Neutron
621,976,384,Gamma
622,976,600,Neutron
623,976,376,Gamma
624,976,648,Neutron
625,976,620,Neutron
626,976,592,Neutron
627,976,592,Neutron
628,976,600,Neutron
629,976,384,Gamma
630,976,672,Neutron
631,976,672,Neutron
632,976,360,Gamma
633,976,320,Gamma
634,976,604,Neutron
635,976,588,Neutron
636,976,320,Gamma
637,976,344,Gamma
638,976,648,Neutron
639,976,376,Gamma
640,1280,872,Neutron
641,1280,488,Gamma
642,1280,800,Neutron
643,1280,492,Gamma
644,1280,504,Gamma
645,1280,484,Gamma
646,1280,456,Gamma
647,1280,464,Gamma
648,1280,848,Neutron
649,1280,792,Neutron
650,1280,448,Gamma
651,1280,464,Gamma
652,1280,784,Neutron
653,1280,500,Gamma
654,1280,480,Gamma
655,1280,504,Gamma
656,1280,816,Neutron
657,1280,856,Neutron
658,1280,796,Neutron
659,1280,824,Neutron
660,4624,1752,Gamma
661,4624,3064,Neutron
662,4624,3008,Neutron
663,1880,688,Gamma
664,1880,676,Gamma
665,1880,696,Gamma
666,1880,728,Gamma
667,552,208,Gamma
668,552,176,Gamma
669,552,168,Gamma
670,552,196,Gamma
671,552,216,Gamma
672,552,216,Gamma
673,552,216,Gamma
674,552,200,Gamma
675,552,184,Gamma
676,552,180,Gamma
677,552,212,Gamma
678,552,200,Gamma
679,552,192,Gamma
680,552,212,Gamma
681,552,216,Gamma
682,552,216,Gamma
683,552,180,Gamma
684,552,216,Gamma
685,552,200,Gamma
686,1448,496,Gamma
687,1448,956,Neutron
688,1448,576,Gamma
689,1448,524,Gamma
690,1448,576,Gamma
691,1448,560,Gamma
692,1448,568,Gamma
693,1448,520,Gamma
694,1448,872,Neutron
695,1448,920,Neutron
696,1448,568,Gamma
697,1224,824,Neutron
698,1224,776,Neutron
699,1224,464,Gamma
700,1224,448,Gamma
701,1224,768,Neutron
702,1224,480,Gamma
703,1224,488,Gamma
704,1224,752,Neutron
705,1224,736,Neutron
706,1224,828,Neutron
707,1224,744,Neutron
708,1224,488,Gamma
709,1224,748,Neutron
710,1224,484,Gamma
711,1224,760,Neutron
712,1224,916,Neutron
713,1224,480,Gamma
714,1224,488,Gamma
715,1224,464,Gamma
716,1224,736,Neutron
717,1224,488,Gamma
718,1224,464,Gamma
719,1224,488,Gamma
720,1224,736,Neutron
721,1224,768,Neutron
722,1224,472,Gamma
723,1224,480,Gamma
724,1224,736,Neutron
725,1224,448,Gamma
726,1224,736,Neutron
727,2952,2000,Neutron
728,2952,1928,Neutron
729,2952,1784,Neutron
730,2952,1896,Neutron
731,2952,1088,Gamma
732,2952,1796,Neutron
733,2952,1832,Neutron
734,2952,1176,Gamma
735,2952,1904,Neutron
736,2952,1056,Gamma
737,1504,592,Gamma
738,1504,928,Neutron
739,1504,600,Gamma
740,1504,588,Gamma
741,1504,592,Gamma
742,1504,932,Neutron
743,1504,1044,Neutron
744,1504,552,Gamma
745,1504,556,Gamma
746,1504,600,Gamma
747,1504,1044,Neutron
748,1504,936,Neutron
749,1504,920,Neutron
750,1504,932,Neutron
751,1504,600,Gamma
752,1504,576,Gamma
753,1504,1048,Neutron
754,3360,2060,Neutron
755,3360,2152,Neutron
756,3360,2152,Neutron
757,3360,2196,Neutron
758,3360,2136,Neutron
759,688,252,Gamma
760,688,272,Gamma
761,688,260,Gamma
762,688,256,Gamma
763,688,272,Gamma
764,688,248,Gamma
765,688,252,Gamma
766,688,272,Gamma
767,688,416,Neutron
768,688,256,Gamma
769,688,248,Gamma
770,688,268,Gamma
771,688,272,Gamma
772,688,264,Gamma
773,688,248,Gamma
774,688,268,Gamma
775,688,224,Gamma
776,688,272,Gamma
777,688,272,Gamma
778,688,268,Gamma
779,688,240,Gamma
780,688,272,Gamma
781,688,264,Gamma
782,688,256,Gamma
783,688,416,Neutron
784,688,260,Gamma
785,688,416,Neutron
786,688,264,Gamma
787,688,432,Neutron
788,688,272,Gamma
789,688,416,Neutron
790,688,448,Neutron
791,688,424,Neutron
792,688,236,Gamma
793,688,416,Neutron
794,688,240,Gamma
795,688,440,Neutron
796,688,224,Gamma
797,1656,656,Gamma
798,1656,656,Gamma
799,1656,1004,Neutron
800,1656,1188,Neutron
801,1656,1040,Neutron
802,1656,1096,Neutron
803,1656,644,Gamma
804,1656,656,Gamma
805,1656,1160,Neutron
806,2448,1496,Neutron
807,2448,1608,Neutron
808,2448,1660,Neutron
809,2448,1512,Neutron
810,2448,968,Gamma
811,2448,976,Gamma
812,3208,1968,Neutron
813,3208,1264,Gamma
814,3208,2040,Neutron
815,3208,2104,Neutron
816,3208,1216,Gamma
817,5904,3704,Neutron
818,5904,3604,Neutron
819,5904,3596,Neutron
820,5904,3648,Neutron
821,5904,3616,Neutron
822,5904,3704,Neutron
823,10272,3656,Gamma
824,10272,3676,Gamma
825,616,240,Gamma
826,616,232,Gamma
827,616,240,Gamma
828,616,224,Gamma
829,616,208,Gamma
830,616,224,Gamma
831,616,224,Gamma
832,616,232,Gamma
833,616,232,Gamma
834,616,232,Gamma
835,616,244,Gamma
836,616,400,Neutron
837,616,384,Neutron
838,616,208,Gamma
839,616,384,Neutron
840,616,232,Gamma
841,616,244,Gamma
842,616,240,Gamma
843,616,224,Gamma
844,616,240,Gamma
845,616,216,Gamma
846,616,224,Gamma
847,616,232,Gamma
848,616,236,Gamma
849,616,376,Neutron
850,616,216,Gamma
851,616,244,Gamma
852,1752,1088,Neutron
853,1752,1080,Neutron
854,1752,1056,Neutron
855,1752,1144,Neutron
856,1752,1152,Neutron
857,1752,1128,Neutron
858,1752,688,Gamma
859,1752,1176,Neutron
860,1752,1200,Neutron
861,1752,680,Gamma
862,1752,1088,Neutron
863,1752,600,Gamma
864,3000,1936,Neutron
865,3000,1896,Neutron
866,3000,1096,Gamma
867,3000,1816,Neutron
868,3000,1808,Neutron
869,3000,1904,Neutron
870,4248,1552,Gamma
871,4248,2772,Neutron
872,4248,2588,Neutron
873,4248,2744,Neutron
874,4248,2564,Neutron
875,4248,2748,Neutron
876,4248,2692,Neutron
877,4248,1632,Gamma
878,920,584,Neutron
879,920,600,Neutron
880,920,564,Neutron
881,920,348,Gamma
882,920,364,Gamma
883,920,568,Neutron
884,920,564,Neutron
885,920,364,Gamma
886,920,604,Neutron
887,920,560,Neutron
888,920,336,Gamma
889,920,360,Gamma
890,920,576,Neutron
891,920,556,Neutron
892,920,656,Neutron
893,920,560,Neutron
894,920,324,Gamma
895,920,580,Neutron
896,920,336,Gamma
897,920,312,Gamma
898,920,348,Gamma
899,920,568,Neutron
900,920,572,Neutron
901,920,336,Gamma
902,920,348,Gamma
903,920,352,Gamma
904,920,604,Neutron
905,920,584,Neutron
906,920,344,Gamma
907,920,360,Gamma
908,920,336,Gamma
909,920,556,Neutron
910,920,588,Neutron
911,920,568,Neutron
912,920,352,Gamma
913,920,356,Gamma
914,6144,3956,Neutron
915,6144,4008,Neutron
916,6144,3696,Neutron
917,952,332,Gamma
918,952,312,Gamma
919,952,368,Gamma
920,952,580,Neutron
921,952,580,Neutron
922,952,376,Gamma
923,952,352,Gamma
924,952,600,Neutron
925,952,372,Gamma
926,952,600,Neutron
927,952,600,Neutron
928,952,592,Neutron
929,952,328,Gamma
930,952,576,Neutron
931,952,376,Gamma
932,952,584,Neutron
933,952,572,Neutron
934,952,344,Gamma
935,952,604,Neutron
936,952,576,Neutron
937,952,600,Neutron
938,952,580,Neutron
939,952,580,Neutron
940,952,592,Neutron
941,952,312,Gamma
942,952,368,Gamma
943,952,580,Neutron
944,952,636,Neutron
945,952,344,Gamma
946,952,572,Neutron
947,952,376,Gamma
948,952,376,Gamma
949,952,640,Neutron
950,3160,2148,Neutron
951,3160,1980,Neutron
952,3160,2072,Neutron
953,3160,1236,Gamma
954,3160,2000,Neutron
955,3160,1992,Neutron
956,3160,1960,Neutron
957,3160,1200,Gamma
958,992,368,Gamma
959,992,608,Neutron
960,992,392,Gamma
961,992,380,Gamma
962,992,604,Neutron
963,992,380,Gamma
964,992,608,Neutron
965,992,620,Neutron
966,992,640,Neutron
967,992,624,Neutron
968,992,364,Gamma
969,992,396,Gamma
970,992,392,Gamma
971,992,372,Gamma
972,992,624,Neutron
973,992,392,Gamma
974,992,648,Neutron
975,992,604,Neutron
976,992,384,Gamma
977,992,368,Gamma
978,992,368,Gamma
979,992,608,Neutron
980,992,596,Neutron
981,992,352,Gamma
982,992,596,Neutron
983,992,596,Neutron
984,992,384,Gamma
985,992,604,Neutron
986,992,376,Gamma
987,992,392,Gamma
988,992,608,Neutron
989,992,628,Neutron
990,992,656,Neutron
991,992,628,Neutron
992,992,336,Gamma
993,992,396,Gamma
994,992,376,Gamma
995,992,376,Gamma
996,992,368,Gamma
997,2136,744,Gamma
998,2136,1328,Neutron
999,2136,832,Gamma
1000,2136,1404,Neutron
1001,2136,1400,Neutron
1002,2136,760,Gamma
1003,1336,496,Gamma
1004,1336,488,Gamma
1005,1336,832,Neutron
1006,1336,832,Neutron
1007,1336,520,Gamma
1008,1336,904,Neutron
1009,1336,1012,Neutron
1010,1336,528,Gamma
1011,1336,512,Gamma
1012,1336,808,Neutron
1013,1336,816,Neutron
1014,1336,872,Neutron
1015,1336,848,Neutron
1016,1336,516,Gamma
1017,1336,468,Gamma
1018,1336,864,Neutron
1019,1336,460,Gamma
1020,1336,432,Gamma
1021,1336,496,Gamma
1022,712,272,Gamma
1023,712,284,Gamma
1024,712,440,Neutron
1025,712,280,Gamma
1026,712,272,Gamma
1027,712,440,Neutron
1028,712,256,Gamma
1029,712,464,Neutron
1030,712,428,Neutron
1031,712,216,Gamma
1032,712,428,Neutron
1033,712,280,Gamma
1034,712,456,Neutron
1035,712,200,Gamma
1036,712,280,Gamma
1037,712,264,Gamma
1038,712,464,Neutron
1039,712,428,Neutron
1040,712,280,Gamma
1041,712,204,Gamma
1042,712,284,Gamma
1043,712,432,Neutron
1044,712,448,Neutron
1045,712,440,Neutron
1046,4768,2968,Neutron
1047,4768,3044,Neutron
1048,4768,2864,Neutron
1049,4768,3168,Neutron
1050,4768,3152,Neutron
1051,4768,2948,Neutron
1052,4768,2956,Neutron
1053,4768,2956,Neutron
1054,4768,1888,Gamma
1055,4768,1664,Gamma
1056,9704,3728,Gamma
1057,9704,3624,Gamma
1058,9704,3480,Gamma
1059,9704,3736,Gamma
1060,1248,464,Gamma
1061,1248,472,Gamma
1062,1248,792,Neutron
1063,1248,792,Neutron
1064,1248,476,Gamma
1065,1248,480,Gamma
1066,1248,456,Gamma
1067,1248,756,Neutron
1068,1248,760,Neutron
1069,1248,496,Gamma
1070,1248,764,Neutron
1071,1248,416,Gamma
1072,1248,488,Gamma
1073,1248,784,Neutron
1074,1248,752,Neutron
1075,1248,760,Neutron
1076,1248,456,Gamma
1077,1248,752,Neutron
1078,1248,484,Gamma
1079,1248,488,Gamma
1080,1248,772,Neutron
1081,1248,476,Gamma
1082,1248,752,Neutron
1083,1248,752,Neutron
1084,2192,1408,Neutron
1085,2192,848,Gamma
1086,2192,1408,Neutron
1087,2192,824,Gamma
1088,2192,1384,Neutron
1089,2192,1464,Neutron
1090,5664,2240,Gamma
1091,5664,3560,Neutron
1092,5664,3496,Neutron
1093,5664,3536,Neutron
1094,5664,3568,Neutron
1095,5664,3692,Neutron
1096,3592,2448,Neutron
1097,3592,2360,Neutron
1098,3592,2184,Neutron
1099,3592,2216,Neutron
1100,5232,3172,Neutron
1101,5232,3296,Neutron
1102,5232,3152,Neutron
1103,5232,3332,Neutron
1104,5232,2024,Gamma
1105,5232,3424,Neutron
1106,5232,2040,Gamma
1107,5232,3456,Neutron
1108,5232,1992,Gamma
1109,5232,3232,Neutron
1110,672,240,Gamma
1111,672,264,Gamma
1112,672,260,Gamma
1113,672,264,Gamma
1114,672,264,Gamma
1115,672,248,Gamma
1116,672,264,Gamma
1117,672,256,Gamma
1118,672,256,Gamma
1119,672,252,Gamma
1120,672,232,Gamma
1121,672,252,Gamma
1122,672,416,Neutron
1123,672,260,Gamma
1124,672,244,Gamma
1125,672,256,Gamma
1126,672,248,Gamma
1127,672,236,Gamma
1128,672,408,Neutron
1129,672,244,Gamma
1130,672,260,Gamma
1131,672,408,Neutron
1132,672,248,Gamma
1133,672,252,Gamma
1134,672,264,Gamma
1135,672,404,Neutron
1136,672,408,Neutron
1137,672,408,Neutron
1138,672,256,Gamma
1139,672,248,Gamma
1140,672,264,Gamma
1141,672,248,Gamma
1142,3824,2408,Neutron
1143,3824,2440,Neutron
1144,3824,1496,Gamma
1145,3824,1528,Gamma
1146,3824,2396,Neutron
1147,3824,2480,Neutron
1148,8328,3104,Gamma
1149,8328,5596,Neutron
1150,8328,5048,Neutron
1151,5496,3320,Neutron
1152,5496,3560,Neutron
1153,11688,4552,Gamma
1154,1440,872,Neutron
1155,1440,1004,Neutron
1156,1440,560,Gamma
1157,1440,476,Gamma
1158,1440,468,Gamma
1159,1440,568,Gamma
1160,1440,496,Gamma
1161,1440,560,Gamma
1162,3296,2020,Neutron
1163,3296,2088,Neutron
1164,3296,2088,Neutron
1165,3296,2120,Neutron
1166,3296,2000,Neutron
1167,3296,2224,Neutron
1168,3296,2008,Neutron
1169,6456,4016,Neutron
1170,6456,2548,Gamma
1171,6456,2544,Gamma
1172,6456,3912,Neutron
