PulseNo,TotalArea,TailArea,Classification
1,17072,12752,Neutron
2,6616,5272,Neutron
3,6616,5888,Neutron
4,6616,5232,Neutron
5,6616,5376,Neutron
6,6616,5736,Neutron
7,6616,5088,Neutron
8,6616,3136,Gamma
9,6616,6080,Neutron
10,6616,4576,Neutron
11,6616,5264,Neutron
12,6616,5016,Neutron
13,6616,5788,Neutron
14,4816,3936,Neutron
15,4816,4376,Neutron
16,4816,4072,Neutron
17,4816,4376,Neutron
18,4816,4456,Neutron
19,4816,2336,Gamma
20,4816,4536,Neutron
21,4816,2524,Neutron
22,4816,4344,Neutron
23,4816,3912,Neutron
24,4816,2280,Gamma
25,4816,4144,Neutron
26,4816,2344,Gamma
27,3312,2928,Neutron
28,3312,2776,Neutron
29,3312,2888,Neutron
30,3312,3008,Neutron
31,3312,1792,Neutron
32,2592,2296,Neutron
33,2592,2152,Neutron
34,2592,1360,Neutron
35,2592,1204,Gamma
36,2592,1408,Neutron
37,5904,5512,Neutron
38,5904,5448,Neutron
39,5904,4752,Neutron
40,5904,5388,Neutron
41,5904,4960,Neutron
42,5904,5416,Neutron
43,5904,5360,Neutron
44,5904,5376,Neutron
45,5904,5364,Neutron
46,5904,5400,Neutron
47,5712,5184,Neutron
48,5712,5208,Neutron
49,5712,4664,Neutron
50,5712,5164,Neutron
51,5712,5296,Neutron
52,5712,5304,Neutron
53,5712,5120,Neutron
54,5712,4980,Neutron
55,5712,5416,Neutron
56,5712,5112,Neutron
57,5712,5072,Neutron
58,5712,5088,Neutron
59,5712,5044,Neutron
60,5712,4380,Neutron
61,5712,5248,Neutron
62,3344,2960,Neutron
63,3344,1564,Gamma
64,3344,1712,Neutron
65,17704,13164,Neutron
66,6032,4920,Neutron
67,6032,5316,Neutron
68,6032,3576,Neutron
69,6032,4240,Neutron
70,6032,4888,Neutron
71,6032,5568,Neutron
72,6032,5472,Neutron
73,6032,5208,Neutron
74,6032,5008,Neutron
75,6032,2892,Gamma
76,6032,5120,Neutron
77,9664,7480,Neutron
78,9664,6328,Neutron
79,4040,3508,Neutron
80,4040,2612,Neutron
81,4040,3536,Neutron
82,4040,3616,Neutron
83,4040,3640,Neutron
84,14360,11152,Neutron
85,14360,11504,Neutron
86,7392,4784,Neutron
87,7392,6800,Neutron
88,7392,5392,Neutron
89,7392,5168,Neutron
90,7392,5224,Neutron
91,7392,5708,Neutron
92,7392,6048,Neutron
93,5840,5120,Neutron
94,5840,5048,Neutron
95,5840,5368,Neutron
96,5840,5432,Neutron
97,5840,5392,Neutron
98,5840,4344,Neutron
99,5840,5308,Neutron
100,5840,5048,Neutron
101,5840,5380,Neutron
102,5840,4088,Neutron
103,4296,3156,Neutron
104,4296,3488,Neutron
105,4296,3948,Neutron
106,5472,4964,Neutron
107,5472,4884,Neutron
108,5472,4024,Neutron
109,5472,4632,Neutron
110,5472,5024,Neutron
111,5472,5088,Neutron
112,5472,4720,Neutron
113,5472,5044,Neutron
114,5472,4304,Neutron
115,5472,4624,Neutron
116,5472,4960,Neutron
117,5472,4864,Neutron
118,5472,4544,Neutron
119,5472,4232,Neutron
120,4136,3740,Neutron
121,4136,3120,Neutron
122,4136,3808,Neutron
123,4136,3680,Neutron
124,4136,3636,Neutron
125,5416,4984,Neutron
126,5416,4544,Neutron
127,5416,4884,Neutron
128,5416,4720,Neutron
129,5416,4752,Neutron
130,5416,4248,Neutron
131,5416,4504,Neutron
132,5416,4944,Neutron
133,5416,4888,Neutron
134,5416,4684,Neutron
135,5416,5056,Neutron
136,5416,4688,Neutron
137,5416,4784,Neutron
138,5416,4424,Neutron
139,5416,4624,Neutron
140,4152,3808,Neutron
141,4152,3744,Neutron
142,4152,3612,Neutron
143,4152,2184,Neutron
144,4152,2084,Neutron
145,4152,3280,Neutron
146,4152,2968,Neutron
147,4152,2924,Neutron
148,4872,3468,Neutron
149,4872,2656,Neutron
150,4872,4232,Neutron
151,4872,4440,Neutron
152,4872,4488,Neutron
153,4872,4440,Neutron
154,4872,4536,Neutron
155,4872,2388,Gamma
156,4872,4292,Neutron
157,4872,4380,Neutron
158,4872,4028,Neutron
159,4872,4536,Neutron
160,4872,4388,Neutron
161,4872,4448,Neutron
162,4112,2952,Neutron
163,4112,2256,Neutron
164,4112,3664,Neutron
165,4112,2084,Neutron
166,4112,3584,Neutron
167,4112,3656,Neutron
168,4112,3656,Neutron
169,4112,2040,Gamma
170,4112,3528,Neutron
171,4112,3732,Neutron
172,4112,3440,Neutron
173,10368,7640,Neutron
174,10368,8196,Neutron
175,9152,6720,Neutron
176,9152,7968,Neutron
177,9152,4416,Gamma
178,9152,7568,Neutron
179,9152,7896,Neutron
180,9152,6088,Neutron
181,9152,7152,Neutron
182,9152,6480,Neutron
183,9152,3832,Gamma
184,5576,3636,Neutron
185,5576,3292,Neutron
186,5576,4812,Neutron
187,5576,5180,Neutron
188,5576,4880,Neutron
189,5576,4072,Neutron
190,5576,4976,Neutron
191,2608,2260,Neutron
192,2608,1384,Neutron
193,2608,1504,Neutron
194,2608,1304,Neutron
195,2608,1460,Neutron
196,2608,1384,Neutron
197,2608,2252,Neutron
198,14456,8916,Neutron
199,14456,9584,Neutron
200,14456,9096,Neutron
201,5728,5280,Neutron
202,5728,5048,Neutron
203,5728,4552,Neutron
204,5728,2732,Gamma
205,5728,5104,Neutron
206,5728,5256,Neutron
207,5728,5000,Neutron
208,5728,5040,Neutron
209,5728,4952,Neutron
210,7664,6372,Neutron
211,7664,5416,Neutron
212,7664,5880,Neutron
213,7664,5360,Neutron
214,13520,10420,Neutron
215,13520,9392,Neutron
216,8472,6976,Neutron
217,8472,7040,Neutron
218,8472,8032,Neutron
219,8472,3744,Gamma
220,5784,3848,Neutron
221,5784,5368,Neutron
222,5784,5152,Neutron
223,5784,5456,Neutron
224,5784,3164,Neutron
225,5784,4712,Neutron
226,5784,4328,Neutron
227,5784,4696,Neutron
228,5784,5296,Neutron
229,5784,4848,Neutron
230,5784,5384,Neutron
231,5784,3296,Neutron
232,5784,5280,Neutron
233,5784,2956,Neutron
234,4824,4080,Neutron
235,4824,4384,Neutron
236,4824,4320,Neutron
237,4824,3392,Neutron
238,4824,2624,Neutron
239,4824,4028,Neutron
240,4824,4440,Neutron
241,4824,4408,Neutron
242,4824,3436,Neutron
243,6720,5040,Neutron
244,6720,5728,Neutron
245,6720,4984,Neutron
246,6720,5992,Neutron
247,6720,5584,Neutron
248,6720,3168,Gamma
249,6720,5960,Neutron
250,6720,5584,Neutron
251,3376,2564,Neutron
252,3376,1716,Neutron
253,3376,2984,Neutron
254,3376,2960,Neutron
255,11096,5892,Neutron
256,11096,7532,Neutron
257,11096,7528,Neutron
258,11096,4400,Gamma
259,11096,8488,Neutron
260,2792,2432,Neutron
261,2792,2004,Neutron
262,2792,1432,Neutron
263,2792,2352,Neutron
264,2792,1460,Neutron
265,2792,2464,Neutron
266,2792,2432,Neutron
267,2792,1728,Neutron
268,16800,13160,Neutron
269,16800,13456,Neutron
270,16800,12744,Neutron
271,3704,3148,Neutron
272,3704,2512,Neutron
273,3704,2176,Neutron
274,3704,3144,Neutron
275,3704,3288,Neutron
276,3704,3188,Neutron
277,3704,3240,Neutron
278,10176,6512,Neutron
279,5752,4928,Neutron
280,5752,5212,Neutron
281,5752,4824,Neutron
282,5752,4756,Neutron
283,5752,4888,Neutron
284,5752,2832,Gamma
285,5752,5144,Neutron
286,5752,5312,Neutron
287,5752,5272,Neutron
288,12664,8320,Neutron
289,12664,9356,Neutron
290,12664,10168,Neutron
291,10688,6680,Neutron
292,10688,6024,Neutron
293,10688,7256,Neutron
294,4704,4292,Neutron
295,4704,2168,Gamma
296,4704,2272,Gamma
297,4704,3072,Neutron
298,4704,4256,Neutron
299,4704,3972,Neutron
300,4704,3556,Neutron
301,4704,2328,Gamma
302,4704,4360,Neutron
303,4704,2412,Neutron
304,4704,4180,Neutron
305,4704,3944,Neutron
306,4704,2444,Neutron
307,5488,4920,Neutron
308,5488,2936,Neutron
309,5488,4904,Neutron
310,5488,2496,Gamma
311,5488,4416,Neutron
312,5488,4440,Neutron
313,5488,5152,Neutron
314,5488,4668,Neutron
315,5488,5068,Neutron
316,13544,10700,Neutron
317,13544,10696,Neutron
318,4048,3280,Neutron
319,4048,2928,Neutron
320,4048,3512,Neutron
321,4048,3576,Neutron
322,4048,3696,Neutron
323,4048,3656,Neutron
324,4048,3316,Neutron
325,4048,3592,Neutron
326,4048,3648,Neutron
327,4048,1884,Gamma
328,4048,3680,Neutron
329,7408,5112,Neutron
330,7408,6600,Neutron
331,7408,6552,Neutron
332,7408,6208,Neutron
333,7408,4340,Neutron
334,7408,5388,Neutron
335,7408,6168,Neutron
336,7408,6076,Neutron
337,7408,6384,Neutron
338,7408,5480,Neutron
339,7408,6168,Neutron
340,2960,2576,Neutron
341,2960,1624,Neutron
342,2960,2512,Neutron
343,2960,1372,Gamma
344,2960,1628,Neutron
345,5760,5016,Neutron
346,5760,5320,Neutron
347,5760,4796,Neutron
348,5760,5392,Neutron
349,5760,5024,Neutron
350,5760,5252,Neutron
351,5760,4416,Neutron
352,5760,5224,Neutron
353,5760,4728,Neutron
354,5760,2512,Gamma
355,5760,5208,Neutron
356,3568,3136,Neutron
357,3568,1784,Neutron
358,3568,3236,Neutron
359,3568,1472,Gamma
360,9496,7092,Neutron
361,9496,8340,Neutron
362,9496,7664,Neutron
363,9496,7800,Neutron
364,9496,7432,Neutron
365,3808,3256,Neutron
366,3808,3376,Neutron
367,3808,3328,Neutron
368,2928,2584,Neutron
369,2928,2120,Neutron
370,2928,1616,Neutron
371,2928,2520,Neutron
372,10800,8424,Neutron
373,5864,4512,Neutron
374,5864,5152,Neutron
375,5864,4168,Neutron
376,5864,4800,Neutron
377,5864,5416,Neutron
378,5864,5120,Neutron
379,5864,4504,Neutron
380,5864,2936,Neutron
381,4480,3672,Neutron
382,4480,3648,Neutron
383,4480,3960,Neutron
384,4480,4104,Neutron
385,4480,3932,Neutron
386,5912,5436,Neutron
387,5912,2960,Neutron
388,5912,5468,Neutron
389,5912,5400,Neutron
390,5912,5208,Neutron
391,5912,5384,Neutron
392,5912,5464,Neutron
393,5912,5344,Neutron
394,5912,5496,Neutron
395,7240,6256,Neutron
396,7240,3628,Neutron
397,7240,2912,Gamma
398,5024,4240,Neutron
399,5024,4280,Neutron
400,5024,4368,Neutron
401,5024,4528,Neutron
402,5024,3568,Neutron
403,5024,4484,Neutron
404,5024,4668,Neutron
405,9568,7396,Neutron
406,9568,7104,Neutron
407,9192,7096,Neutron
408,9192,6768,Neutron
409,9192,7036,Neutron
410,9192,8080,Neutron
411,6640,5632,Neutron
412,6640,5204,Neutron
413,6640,3792,Neutron
414,6640,6128,Neutron
415,6640,5864,Neutron
416,6640,6116,Neutron
417,6640,5212,Neutron
418,6640,5568,Neutron
419,8832,7664,Neutron
420,8832,8336,Neutron
421,8832,5992,Neutron
422,8832,6632,Neutron
423,5848,5344,Neutron
424,5848,3540,Neutron
425,5848,4548,Neutron
426,5848,4788,Neutron
427,5848,5176,Neutron
428,5848,2788,Gamma
429,5848,5096,Neutron
430,5848,5184,Neutron
431,5848,5096,Neutron
432,5848,4048,Neutron
433,5848,4928,Neutron
434,5848,2760,Gamma
435,5848,4680,Neutron
436,5848,4904,Neutron
437,5848,4932,Neutron
438,6184,5528,Neutron
439,6184,5328,Neutron
440,6184,5696,Neutron
441,6184,5632,Neutron
442,6184,4896,Neutron
443,6184,4776,Neutron
444,6184,5132,Neutron
445,6184,5728,Neutron
446,6184,5624,Neutron
447,6184,5560,Neutron
448,6184,5152,Neutron
449,6184,5400,Neutron
450,6184,5060,Neutron
451,6184,5688,Neutron
452,6320,5872,Neutron
453,6320,5000,Neutron
454,6320,5856,Neutron
455,6320,5128,Neutron
456,6320,4616,Neutron
457,6320,4524,Neutron
458,6320,5900,Neutron
459,6320,5672,Neutron
460,6320,5772,Neutron
461,6320,5760,Neutron
462,6320,5888,Neutron
463,8312,6624,Neutron
464,8312,6776,Neutron
465,8312,7084,Neutron
466,8312,7284,Neutron
467,8312,7280,Neutron
468,8312,6216,Neutron
469,8312,7000,Neutron
470,8312,5940,Neutron
471,8312,7260,Neutron
472,7360,6344,Neutron
473,7360,6096,Neutron
474,7360,5388,Neutron
475,6608,6108,Neutron
476,6608,5664,Neutron
477,6608,6208,Neutron
478,6608,6192,Neutron
479,6608,5024,Neutron
480,6608,5152,Neutron
481,6608,5904,Neutron
482,6608,4464,Neutron
483,6608,5708,Neutron
484,6144,5364,Neutron
485,6144,5096,Neutron
486,6144,5032,Neutron
487,6144,5312,Neutron
488,6144,5640,Neutron
489,6144,5516,Neutron
490,6144,2768,Gamma
491,6144,4048,Neutron
492,5456,4112,Neutron
493,5456,4528,Neutron
494,5456,4392,Neutron
495,5456,4264,Neutron
496,5456,4996,Neutron
497,5456,3624,Neutron
498,5456,4880,Neutron
499,5456,4968,Neutron
500,5456,2808,Neutron
501,3960,3560,Neutron
502,3960,3384,Neutron
503,3960,1952,Gamma
504,3960,3556,Neutron
505,7584,6376,Neutron
506,7584,6392,Neutron
507,7584,4016,Neutron
508,3640,2936,Neutron
509,3640,3088,Neutron
510,3640,2648,Neutron
511,3640,2464,Neutron
512,3640,3264,Neutron
513,3640,3252,Neutron
514,3640,3180,Neutron
515,3640,1720,Gamma
516,3640,3264,Neutron
517,15480,9368,Neutron
518,15480,12732,Neutron
519,15480,12580,Neutron
520,16512,12728,Neutron
521,7032,5924,Neutron
522,7032,5976,Neutron
523,7032,6668,Neutron
524,7032,6600,Neutron
525,7032,6584,Neutron
526,7032,5596,Neutron
527,7032,5448,Neutron
528,7032,6304,Neutron
529,7032,6464,Neutron
530,7032,5984,Neutron
531,6904,6208,Neutron
532,6904,6324,Neutron
533,6904,6052,Neutron
534,6904,4900,Neutron
535,6904,4736,Neutron
536,6904,6032,Neutron
537,6904,5336,Neutron
538,6904,4876,Neutron
539,6848,6168,Neutron
540,6848,5312,Neutron
541,6848,6000,Neutron
542,6848,6456,Neutron
543,6848,5640,Neutron
544,18808,14440,Neutron
545,10600,7152,Neutron
546,10600,7544,Neutron
547,10600,7916,Neutron
548,10600,6728,Neutron
549,7096,6260,Neutron
550,7096,6496,Neutron
551,7096,6696,Neutron
552,7096,6388,Neutron
553,7096,6000,Neutron
554,7096,6712,Neutron
555,7096,6544,Neutron
556,7096,4968,Neutron
557,7096,6032,Neutron
558,7096,3344,Gamma
559,7096,3776,Neutron
560,7480,6088,Neutron
561,7480,6824,Neutron
562,7480,6472,Neutron
563,7480,6952,Neutron
564,7480,5524,Neutron
565,7480,5328,Neutron
566,7480,5472,Neutron
567,7480,5160,Neutron
568,7480,3000,Gamma
569,7480,6000,Neutron
570,7480,6416,Neutron
571,7480,6104,Neutron
572,4808,3776,Neutron
573,4808,4424,Neutron
574,4808,4300,Neutron
575,4808,2556,Neutron
576,4808,3948,Neutron
577,4808,4048,Neutron
578,4808,4444,Neutron
579,4808,4304,Neutron
580,4808,4308,Neutron
581,4808,4124,Neutron
582,5592,4100,Neutron
583,5592,3152,Neutron
584,5592,4944,Neutron
585,5592,4860,Neutron
586,5592,4112,Neutron
587,5592,5032,Neutron
588,5592,3632,Neutron
589,5592,5016,Neutron
590,5592,5040,Neutron
591,11984,9780,Neutron
592,11984,7456,Neutron
593,11984,8136,Neutron
594,8480,6720,Neutron
595,8480,7176,Neutron
596,8480,6768,Neutron
597,8480,4120,Gamma
598,8480,7320,Neutron
599,8480,7344,Neutron
600,4488,4116,Neutron
601,4488,3056,Neutron
602,4488,2944,Neutron
603,4488,4184,Neutron
604,4488,3976,Neutron
605,4488,4056,Neutron
606,4488,3644,Neutron
607,4488,3408,Neutron
608,4488,4032,Neutron
609,4488,4076,Neutron
610,4488,4104,Neutron
611,4488,4064,Neutron
612,16080,12752,Neutron
613,16080,12696,Neutron
614,13608,8188,Neutron
615,13608,9480,Neutron
616,12760,5008,Gamma
617,12760,10368,Neutron
618,12760,9704,Neutron
619,12760,8384,Neutron
620,4368,3952,Neutron
621,4368,3368,Neutron
622,4368,2920,Neutron
623,4368,3936,Neutron
624,4368,2236,Neutron
625,4368,2184,Neutron
626,4368,3960,Neutron
627,4368,3896,Neutron
628,3680,3248,Neutron
629,3680,2936,Neutron
630,3680,2032,Neutron
631,3680,3216,Neutron
632,3680,3168,Neutron
633,3680,3288,Neutron
634,3680,1912,Neutron
635,3680,1984,Neutron
636,12704,9624,Neutron
637,12704,9228,Neutron
638,6776,5992,Neutron
639,6776,5320,Neutron
640,6776,6352,Neutron
641,6776,6044,Neutron
642,6776,5016,Neutron
643,6776,5708,Neutron
644,6776,6276,Neutron
645,6776,6104,Neutron
646,6776,5708,Neutron
647,6776,6208,Neutron
648,16328,12684,Neutron
649,16328,12872,Neutron
650,16328,13144,Neutron
651,3328,2984,Neutron
652,3328,2240,Neutron
653,3328,1720,Neutron
654,3328,2936,Neutron
655,3328,2944,Neutron
656,3328,2960,Neutron
657,3328,2896,Neutron
658,3328,3012,Neutron
659,5832,4400,Neutron
660,5832,4968,Neutron
661,5832,5024,Neutron
662,5832,5384,Neutron
663,5832,4704,Neutron
664,5832,2796,Gamma
665,5832,3992,Neutron
666,5832,4684,Neutron
667,5832,4256,Neutron
668,5832,4840,Neutron
669,4664,4096,Neutron
670,4664,3832,Neutron
671,4664,3952,Neutron
672,4664,4296,Neutron
673,4664,3880,Neutron
674,4664,4124,Neutron
675,4664,4152,Neutron
676,4664,4176,Neutron
677,16184,11736,Neutron
678,16184,11704,Neutron
679,16184,12392,Neutron
680,16184,10120,Neutron
681,3088,2664,Neutron
682,3088,1612,Neutron
683,3088,1392,Gamma
684,3088,2696,Neutron
685,3088,1472,Gamma
686,3088,1640,Neutron
687,11568,6992,Neutron
688,11568,9512,Neutron
689,11568,9076,Neutron
690,11568,7536,Neutron
691,6560,1952,Gamma
692,6560,5832,Neutron
693,6560,5968,Neutron
694,6560,5432,Neutron
695,6560,6064,Neutron
696,6560,5416,Neutron
697,6560,4648,Neutron
698,3408,2612,Neutron
699,3408,2244,Neutron
700,3408,3128,Neutron
701,3408,3000,Neutron
702,3408,1744,Neutron
703,3408,1632,Gamma
704,3408,1856,Neutron
705,5504,5120,Neutron
706,5504,5080,Neutron
707,5504,4484,Neutron
708,5504,4472,Neutron
709,5504,5040,Neutron
710,5504,4936,Neutron
711,5504,4392,Neutron
712,5504,5104,Neutron
713,5504,4832,Neutron
714,13904,10344,Neutron
715,13904,8976,Neutron
716,2936,2552,Neutron
717,2936,1616,Neutron
718,2936,1368,Gamma
719,2936,2520,Neutron
720,6504,5264,Neutron
721,6504,5800,Neutron
722,6504,5464,Neutron
723,6504,5616,Neutron
724,6504,5192,Neutron
725,6504,5444,Neutron
726,6504,6080,Neutron
727,6504,3276,Neutron
728,6504,4288,Neutron
729,6504,3516,Neutron
730,17640,13828,Neutron
731,17640,13664,Neutron
732,17640,11652,Neutron
733,17640,13976,Neutron
734,16336,12928,Neutron
735,16336,13168,Neutron
736,7920,6804,Neutron
737,7920,6216,Neutron
738,7920,3824,Gamma
739,7920,3576,Gamma
740,9688,7536,Neutron
741,9688,9172,Neutron
742,9688,8072,Neutron
743,13392,10724,Neutron
744,13392,7856,Neutron
745,13392,7936,Neutron
746,13392,11104,Neutron
747,13392,6112,Gamma
748,7320,4728,Neutron
749,7320,6444,Neutron
750,7320,5196,Neutron
751,12048,9368,Neutron
752,12048,9256,Neutron
753,7368,6388,Neutron
754,7368,6400,Neutron
755,7368,5612,Neutron
756,7368,6720,Neutron
757,7368,5732,Neutron
758,7368,5392,Neutron
759,7368,6064,Neutron
760,7368,6648,Neutron
761,7368,6544,Neutron
762,7368,6856,Neutron
763,7368,6888,Neutron
764,7368,6240,Neutron
765,7368,3948,Neutron
766,7368,5528,Neutron
767,7368,6532,Neutron
768,7368,3540,Gamma
769,25520,18016,Neutron
770,3192,2896,Neutron
771,3192,2808,Neutron
772,3192,2668,Neutron
773,3192,2904,Neutron
774,6232,5680,Neutron
775,6232,5712,Neutron
776,6232,5728,Neutron
777,6232,5448,Neutron
778,6232,5384,Neutron
779,6232,4948,Neutron
780,6232,2952,Gamma
781,6232,5736,Neutron
782,6232,3296,Neutron
783,6232,5380,Neutron
784,6232,5336,Neutron
785,3760,2848,Neutron
786,3760,2656,Neutron
787,3760,2608,Neutron
788,3760,2516,Neutron
789,3760,1980,Neutron
790,3760,2160,Neutron
791,3760,2104,Neutron
792,3760,1808,Gamma
793,3760,3076,Neutron
794,3760,3476,Neutron
795,2168,1816,Neutron
796,2168,1728,Neutron
797,2168,1244,Neutron
798,2168,1128,Neutron
799,6072,5592,Neutron
800,6072,5632,Neutron
801,6072,4956,Neutron
802,6072,5680,Neutron
803,6072,4540,Neutron
804,6072,5504,Neutron
805,6072,5480,Neutron
806,6072,5208,Neutron
807,6072,5120,Neutron
808,6072,5688,Neutron
809,6072,5184,Neutron
810,6072,4700,Neutron
811,6072,4072,Neutron
812,3016,2680,Neutron
813,3016,1544,Neutron
814,3016,2608,Neutron
815,3016,1700,Neutron
816,3016,1344,Gamma
817,4256,3060,Neutron
818,4256,2532,Neutron
819,4256,3620,Neutron
820,4256,3744,Neutron
821,4256,3784,Neutron
822,4256,2304,Neutron
823,4256,3740,Neutron
824,4256,3928,Neutron
825,4256,3884,Neutron
826,4256,3792,Neutron
827,10000,7888,Neutron
828,10000,7108,Neutron
829,10000,7104,Neutron
830,4568,3760,Neutron
831,4568,3504,Neutron
832,4568,3900,Neutron
833,4568,3920,Neutron
834,4568,3712,Neutron
835,4568,3860,Neutron
836,4568,4216,Neutron
837,5664,5192,Neutron
838,5664,4872,Neutron
839,5664,5016,Neutron
840,5664,5032,Neutron
841,5664,4696,Neutron
842,5664,4916,Neutron
843,3552,3136,Neutron
844,3552,1824,Neutron
845,3552,1812,Neutron
846,3552,2064,Neutron
847,3552,3224,Neutron
848,2432,2100,Neutron
849,2432,1604,Neutron
850,2432,1280,Neutron
851,2432,1044,Gamma
852,2432,1328,Neutron
853,2432,2072,Neutron
854,2432,1216,Neutron
855,5464,3304,Neutron
856,5464,5064,Neutron
857,5464,3128,Neutron
858,5464,5024,Neutron
859,5464,4248,Neutron
860,5464,3472,Neutron
861,5464,5016,Neutron
862,5464,4844,Neutron
863,5464,4364,Neutron
864,5464,4720,Neutron
865,5464,5044,Neutron
866,5464,4776,Neutron
867,5464,4416,Neutron
868,5464,4984,Neutron
869,5464,4336,Neutron
870,5464,4568,Neutron
871,2504,2036,Neutron
872,2504,1896,Neutron
873,2504,1608,Neutron
874,2504,1476,Neutron
875,2504,1396,Neutron
876,2504,1148,Gamma
877,2504,1044,Gamma
878,2504,1420,Neutron
879,7552,6856,Neutron
880,7552,7176,Neutron
881,7552,5640,Neutron
882,7552,6904,Neutron
883,7552,6512,Neutron
884,7552,3720,Gamma
885,7552,7032,Neutron
886,7552,6532,Neutron
887,3368,2964,Neutron
888,3368,1880,Neutron
889,3368,1560,Gamma
890,4616,3888,Neutron
891,4616,4152,Neutron
892,4616,4220,Neutron
893,4616,2260,Gamma
894,4616,2220,Gamma
895,11992,9152,Neutron
896,11992,10752,Neutron
897,11992,6080,Neutron
898,11992,10048,Neutron
899,14312,11180,Neutron
900,14312,11560,Neutron
901,14312,9696,Neutron
902,9304,7112,Neutron
903,9304,7640,Neutron
904,9304,6400,Neutron
905,9304,6716,Neutron
906,8464,7264,Neutron
907,8464,4468,Neutron
908,8464,4380,Neutron
909,8464,7216,Neutron
910,8464,7564,Neutron
911,8464,6076,Neutron
912,8464,6376,Neutron
913,7048,4736,Neutron
914,7048,6624,Neutron
915,7048,6416,Neutron
916,7048,6424,Neutron
917,7456,6320,Neutron
918,7456,6800,Neutron
919,7456,6160,Neutron
920,7456,6328,Neutron
921,7456,5288,Neutron
922,7456,6868,Neutron
923,3608,3008,Neutron
924,3608,3272,Neutron
925,3608,3120,Neutron
926,3608,1788,Gamma
927,8104,7268,Neutron
928,8104,7128,Neutron
929,8104,7672,Neutron
930,8104,3864,Gamma
931,8104,6360,Neutron
932,5208,4728,Neutron
933,5208,4424,Neutron
934,5208,4828,Neutron
935,5208,2624,Neutron
936,5208,2168,Gamma
937,5208,4848,Neutron
938,5208,4840,Neutron
939,5208,4792,Neutron
940,5208,4472,Neutron
941,5208,3980,Neutron
942,5208,4296,Neutron
943,5208,4584,Neutron
944,5208,4608,Neutron
945,5208,4772,Neutron
946,5208,4792,Neutron
947,5208,4248,Neutron
948,5208,4624,Neutron
949,5552,5036,Neutron
950,5552,4856,Neutron
951,5552,5240,Neutron
952,5552,5088,Neutron
953,5552,5016,Neutron
954,5552,4852,Neutron
955,5552,4568,Neutron
956,5552,5096,Neutron
957,5552,4768,Neutron
958,3032,2624,Neutron
959,3032,1904,Neutron
960,3032,1576,Neutron
961,3032,2632,Neutron
962,3032,1556,Neutron
963,3032,1432,Gamma
964,3032,2656,Neutron
965,10136,8416,Neutron
966,10136,8656,Neutron
967,10136,7256,Neutron
968,10136,6816,Neutron
969,10136,8216,Neutron
970,6744,6272,Neutron
971,6744,6200,Neutron
972,6744,3384,Neutron
973,6744,6200,Neutron
974,6744,5472,Neutron
975,6744,5856,Neutron
976,6744,4984,Neutron
977,6744,4784,Neutron
978,6744,6024,Neutron
979,6744,5112,Neutron
980,8280,7216,Neutron
981,8280,6680,Neutron
982,8280,7156,Neutron
983,8280,7300,Neutron
984,6392,5928,Neutron
985,6392,5912,Neutron
986,6392,5460,Neutron
987,6392,5216,Neutron
988,6392,5168,Neutron
989,6392,5516,Neutron
990,6392,5956,Neutron
991,6392,5096,Neutron
992,2800,2424,Neutron
993,2800,1260,Gamma
994,2800,1392,Gamma
995,2800,1392,Gamma
996,8440,7392,Neutron
997,8440,7648,Neutron
998,8440,6152,Neutron
999,8440,7068,Neutron
1000,18176,14440,Neutron
1001,18176,14056,Neutron
1002,10592,7848,Neutron
1003,5616,4800,Neutron
1004,5616,5248,Neutron
1005,5616,4264,Neutron
1006,2088,1736,Neutron
1007,2088,1312,Neutron
1008,2088,1084,Neutron
1009,2088,1000,Gamma
1010,2088,1704,Neutron
1011,2088,1148,Neutron
1012,2088,1180,Neutron
1013,2088,900,Gamma
1014,5184,4820,Neutron
1015,5184,4768,Neutron
1016,5184,2508,Gamma
1017,5184,4496,Neutron
1018,5184,4296,Neutron
1019,5184,4752,Neutron
1020,5184,4640,Neutron
1021,5184,4656,Neutron
1022,2304,1920,Neutron
1023,2304,1196,Neutron
1024,2304,1092,Gamma
1025,2304,1300,Neutron
1026,2304,1080,Gamma
1027,2304,1020,Gamma
1028,22200,14808,Neutron
1029,22080,16968,Neutron
1030,23704,17592,Neutron
1031,2240,1968,Neutron
1032,2240,1264,Neutron
1033,2240,1232,Neutron
1034,2240,1232,Neutron
1035,2240,1212,Neutron
1036,5560,5120,Neutron
1037,5560,5012,Neutron
1038,5560,4152,Neutron
1039,5560,2920,Neutron
1040,5560,4844,Neutron
1041,5560,4336,Neutron
1042,5560,5128,Neutron
1043,5560,2848,Neutron
1044,5560,5120,Neutron
1045,5560,2732,Gamma
1046,5560,4312,Neutron
1047,1872,1376,Neutron
1048,1872,1152,Neutron
1049,1872,992,Neutron
1050,1872,968,Neutron
1051,1872,900,Gamma
1052,1872,808,Gamma
1053,1872,920,Gamma
1054,1872,904,Gamma
1055,8984,6928,Neutron
1056,8984,6816,Neutron
1057,8984,5536,Neutron
1058,4232,3784,Neutron
1059,4232,3776,Neutron
1060,4232,3804,Neutron
1061,4232,3432,Neutron
1062,4232,3748,Neutron
1063,4232,3756,Neutron
1064,4232,3896,Neutron
1065,4520,4032,Neutron
1066,4520,4088,Neutron
1067,4520,4040,Neutron
1068,4520,3952,Neutron
1069,15920,11840,Neutron
1070,15920,9696,Neutron
